Sample Name,FID RT,Compound Name,Formula,Match Factor,Catalyst,Reaction Temperature (C),Reaction pressure (psi),Gas
MBPR028,31.121,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR025,31.1253,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR031,31.1295,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR030,31.1348,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR032,31.1408,No Match,,,BEA,287,150,N2
MBPR023,31.1431,No Match,,,BEA,285,138,N2
MBPR028,31.1451,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,56.19113747,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,31.1477,No Match,,,BEA,282,130,N2
MBPR023,31.1504,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,52.39890968,BEA,285,138,N2
MBPR022,31.1557,"Phthalic acid, 3,5-dimethylphenyl 4-isopropylphenyl ester",C25H24O4,62.8369544,Ru/C+BEA 5wt.%,281,138,N2
MBPR027,31.1569,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,59.86388631,Ru/C 5wt.%,278,130,N2
MBPR031,31.1615,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR022,31.16640573,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR027,31.1737,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR022,31.1739,"3,4-Dimethoxycinnamic acid",C11H12O4,62.36513705,Ru/C+BEA 5wt.%,281,138,N2
MBPR038_02,31.1789,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,64.12544032,Ru/C 5wt.%,280,134,N2
MBPR022,31.1795,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,31.18061298,No Match,,,BEA,285,138,N2
MBPR039_02,31.1988,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR031,31.2061,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR023,31.2093,No Match,,,BEA,285,138,N2
MBPR040_02,31.21051324,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,31.2351,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,70.7385478,BEA,275,115,N2
MBPR026,31.2378,No Match,,,BEA,282,130,N2
MBPR031,31.2432,"Glutaric acid, hept-2-yl 3-hexyl ester",C18H34O4,54.68910285,Ru/C+BEA 5wt.%,280,157,N2
MBPR028,31.25643105,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,31.2678,"3-(Acetyl)oxy-7,8,3'-trimethoxyflavone",C20H18O7,58.07097136,BEA,287,150,N2
MBPR040_02,31.2699,"1,3-Benzenedicarboxylic acid, 5-(1,1-dimethylethyl)-",C12H14O4,56.67811809,Ru/C 5wt.%,280,134,N2
MBPR024,31.2714,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,66.66048006,Ru/C 5wt.%,281,127,N2
MBPR033,31.2848,"2-Propenoic acid, 3-[4-(acetyloxy)-3-methoxyphenyl]-, methyl ester",C13H14O5,58.91087636,Ru/C 5wt.%,280,134,N2
MBPR024,31.2906,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR023,31.299,No Match,,,BEA,285,138,N2
MBPR030,31.3084,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR026,31.3301,No Match,,,BEA,282,130,N2
MBPR028,31.3321,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR022,31.3388,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR040_02,31.3429,"Dodecane, 2,7,10-trimethyl-",C15H32,80.18921754,Ru/C 5wt.%,280,134,N2
MBPR031,31.343,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR027,31.3458,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR031,31.3563,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR030,31.3571,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",C16H34,72.85291154,Ru/C 5wt.%,263,119,N2
MBPR033,31.36,"Heptane, 2,2,3,3,5,6,6-heptamethyl-",C14H30,80.43619588,Ru/C 5wt.%,280,134,N2
MBPR027,31.3628,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR032,31.3639,No Match,,,BEA,287,150,N2
MBPR023,31.364,"Succinic acid, di(3-methylphenyl) ester",C18H18O4,57.00147142,BEA,285,138,N2
MBPR024,31.3702,"1,3-Dioxane, 4-(hexadecyloxy)-2-pentadecyl-",C35H70O3,51.39824618,Ru/C 5wt.%,281,127,N2
MBPR029,31.3726,No Match,,,BEA,275,115,N2
MBPR033,31.3728,"Decane, 3-ethyl-3-methyl-",C13H28,60.31693162,Ru/C 5wt.%,280,134,N2
MBPR023,31.3744,"7-Hydroxy-7,8,9,10-tetramethyl-7,8-dihydrocyclohepta[d,e]naphthalene",C18H20O,64.17340403,BEA,285,138,N2
MBPR025,31.37749166,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR027,31.3801,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR023,31.38493703,No Match,,,BEA,285,138,N2
MBPR029,31.3869,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,C17H14O4,53.67897759,BEA,275,115,N2
MBPR023,31.3908,No Match,,,BEA,285,138,N2
MBPR032,31.3939,No Match,,,BEA,287,150,N2
MBPR022,31.3952,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR026,31.3962,No Match,,,BEA,282,130,N2
MBPR038_02,31.3963,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,74.63894414,Ru/C 5wt.%,280,134,N2
MBPR023,31.3987,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,69.54929362,BEA,285,138,N2
MBPR024,31.4006,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR029,31.4041,No Match,,,BEA,275,115,N2
MBPR032,31.4048,No Match,,,BEA,287,150,N2
MBPR025,31.4075,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR031,31.4191,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR025,31.41980616,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR029,31.42160212,No Match,,,BEA,275,115,N2
MBPR022,31.4256,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR028,31.4307,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR025,31.45504942,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR033,31.4783,"[1,1'-Biphenyl]-4-ol, 3,5-bis(1,1-dimethylethyl)-",C20H26O,63.31389688,Ru/C 5wt.%,280,134,N2
MBPR024,31.4787,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR040_02,31.507,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR026,31.51271551,No Match,,,BEA,282,130,N2
MBPR030,31.5142,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR033,31.5172,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR030,31.5221,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR030,31.5293,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR027,31.53765,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR030,31.5391,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR027,31.5673,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,63.19984375,Ru/C 5wt.%,278,130,N2
MBPR029,31.5674,No Match,,,BEA,275,115,N2
MBPR039_02,31.5805,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR022,31.5817,"1-(3-Hydroxy-4-methylphenyl)-1,3,3,6-tetramethylindan-5-ol",C20H24O2,56.30543992,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,31.5883,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,69.51566636,BEA,285,138,N2
MBPR022,31.59174569,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR038_02,31.5919,"1,2-Benzenedicarboxylic acid, 4-methyl-, dimethyl ester",C11H12O4,51.51257342,Ru/C 5wt.%,280,134,N2
MBPR038_02,31.6083,"Benzenebutanoic acid, 4-methoxy-.alpha.,.gamma.-dioxo-, ethyl ester",C13H14O5,56.07545091,Ru/C 5wt.%,280,134,N2
MBPR022,31.6167,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR038_02,31.62949913,"2,2-Dimethyl-5-phenyl-3(2H)-furanone",C12H12O2,56.87472946,Ru/C 5wt.%,280,134,N2
MBPR029,31.6355,No Match,,,BEA,275,115,N2
MBPR025,31.647,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,31.6515,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR038_02,31.6547,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,31.6579,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,73.84743967,BEA,275,115,N2
MBPR032,31.6591,No Match,,,BEA,287,150,N2
MBPR024,31.6743,"Terephthalic acid, butyl 3,5-dimethylphenyl ester",C20H22O4,71.78224942,Ru/C 5wt.%,281,127,N2
MBPR033,31.6793,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR040_02,31.6799,"4H-1-Benzopyran-4-one, 6,7-dimethoxy-3-phenyl-",C17H14O4,50.72575084,Ru/C 5wt.%,280,134,N2
MBPR028,31.6818,"6H-Benzofuro[3,2-c][1]benzopyran, 3,9-dimethoxy-",C17H14O4,53.23451177,Ru/C+BEA 5wt.%,272,130,N2
MBPR033,31.7143,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,58.31034749,Ru/C 5wt.%,280,134,N2
MBPR030,31.7267,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,50.92252302,Ru/C 5wt.%,263,119,N2
MBPR022,31.766,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR040_02,31.76895799,"1,3-Dioxolane, 2-heptyl-",C10H20O2,50.05011382,Ru/C 5wt.%,280,134,N2
MBPR022,31.7725,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR026,31.77308351,No Match,,,BEA,282,130,N2
MBPR023,31.7798,No Match,,,BEA,285,138,N2
MBPR022,31.7852,"3(2H)-Benzofuranone, 6-methoxy-2-[(3-methoxyphenyl)methylene]-, (E)-",C17H14O4,64.28890104,Ru/C+BEA 5wt.%,281,138,N2
MBPR039_02,31.7854,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,31.78891865,"Phthalic acid, 3,5-dimethylphenyl 4-isopropylphenyl ester",C25H24O4,53.93340627,BEA,287,150,N2
MBPR027,31.7908,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR029,31.8017,No Match,,,BEA,275,115,N2
MBPR026,31.8018,No Match,,,BEA,282,130,N2
MBPR026,31.80973741,No Match,,,BEA,282,130,N2
MBPR031,31.8162,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR023,31.8184,No Match,,,BEA,285,138,N2
MBPR025,31.8189,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,31.8204,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR027,31.8225,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR027,31.828,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR022,31.8366,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,66.77858652,Ru/C+BEA 5wt.%,281,138,N2
MBPR029,31.8412,No Match,,,BEA,275,115,N2
MBPR040_02,31.8416,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,C17H14O4,55.0811522,Ru/C 5wt.%,280,134,N2
MBPR031,31.8602,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR029,31.8604,No Match,,,BEA,275,115,N2
MBPR039_02,31.8811,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,31.8829,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,66.17013732,BEA,275,115,N2
MBPR024,31.8841,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,52.28562388,Ru/C 5wt.%,281,127,N2
MBPR033,31.8914,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,31.89732494,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,31.8996,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,64.26567176,BEA,275,115,N2
MBPR024,31.9057,"Benzene, 1,2,3-trimethoxy-5-(2-propenyl)-",C12H16O3,53.75426546,Ru/C 5wt.%,281,127,N2
MBPR024,31.9111,"4-Ethylbenzoic acid, 2-ethoxyethyl ester",C13H18O3,52.76290551,Ru/C 5wt.%,281,127,N2
MBPR040_02,31.9164,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,59.08899412,Ru/C 5wt.%,280,134,N2
MBPR027,31.9225,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR033,31.9227,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,55.7327089,Ru/C 5wt.%,280,134,N2
MBPR030,31.9324,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,55.545281,Ru/C 5wt.%,263,119,N2
MBPR033,31.93955053,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR027,31.9437,"1, 1, 5-Trimethyl-1, 2-dihydronaphthalene",C13H16,56.92089534,Ru/C 5wt.%,278,130,N2
MBPR029,31.9611,No Match,,,BEA,275,115,N2
MBPR039_02,31.9659,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR026,31.9664,"4H-1-Benzopyran-4-one, 6,7-dimethoxy-3-phenyl-",C17H14O4,66.23445037,BEA,282,130,N2
MBPR023,31.9747,No Match,,,BEA,285,138,N2
MBPR038_02,31.99062393,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR028,31.99506685,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR038_02,31.996,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,64.88088076,Ru/C 5wt.%,280,134,N2
MBPR027,31.9963,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,62.43370222,Ru/C 5wt.%,278,130,N2
MBPR023,32.0027,No Match,,,BEA,285,138,N2
MBPR027,32.0054,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR026,32.00652193,No Match,,,BEA,282,130,N2
MBPR025,32.0118,6-Methoxy-3-phenyl-4-chromanone,C16H14O3,51.87974505,Ru/C+BEA 5wt.%,278,145,N2
MBPR029,32.0233,No Match,,,BEA,275,115,N2
MBPR022,32.0271,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR038_02,32.0287,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,32.0299,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,58.57872421,BEA,287,150,N2
MBPR023,32.0353,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,70.53249102,BEA,285,138,N2
MBPR027,32.0501,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,72.41861918,Ru/C 5wt.%,278,130,N2
MBPR030,32.055,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR025,32.0552,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,65.96569579,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,32.0555,No Match,,,BEA,282,130,N2
MBPR023,32.0563,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,57.81854399,BEA,285,138,N2
MBPR022,32.0578,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,71.81270675,Ru/C+BEA 5wt.%,281,138,N2
MBPR029,32.05783973,"4',6'-Dimethoxy-2',3'-dimethylacetophenone",C12H16O3,52.34354613,BEA,275,115,N2
MBPR029,32.069,No Match,,,BEA,275,115,N2
MBPR024,32.1199,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,72.1646445,Ru/C 5wt.%,281,127,N2
MBPR031,32.12527724,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR040_02,32.1371,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,52.17362065,Ru/C 5wt.%,280,134,N2
MBPR033,32.1479,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR030,32.1712,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR030,32.1769,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,70.21426234,Ru/C 5wt.%,263,119,N2
MBPR028,32.1924,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR033,32.1959,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,32.207,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR027,32.2125,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,52.5276755,Ru/C 5wt.%,278,130,N2
MBPR023,32.2185,"7-Hydroxy-7,8,9,10-tetramethyl-7,8-dihydrocyclohepta[d,e]naphthalene",C18H20O,50.55820225,BEA,285,138,N2
MBPR030,32.2238,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR027,32.2256,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,56.8621647,Ru/C 5wt.%,278,130,N2
MBPR023,32.2336,No Match,,,BEA,285,138,N2
MBPR031,32.23825095,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR026,32.2396,No Match,,,BEA,282,130,N2
MBPR022,32.2407,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR040_02,32.2436,"Nonane, 3,7-dimethyl-",C11H24,50.79268889,Ru/C 5wt.%,280,134,N2
MBPR033,32.2444,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR030,32.2455,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR025,32.2471,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,32.2608,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,63.80807541,BEA,282,130,N2
MBPR033,32.2659,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",C16H34,52.33252236,Ru/C 5wt.%,280,134,N2
MBPR023,32.2668,No Match,,,BEA,285,138,N2
MBPR029,32.2848,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,70.71472707,BEA,275,115,N2
MBPR031,32.2884,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR023,32.3046,"Ethanone, 1-(2-hydroxy-4-methoxyphenyl)-",C9H10O3,63.10101709,BEA,285,138,N2
MBPR023,32.3258,"Ethanone, 1-(2-(n-propyloxycarbonyl)oxy-4-methoxyphenyl)-",C13H16O5,63.61119965,BEA,285,138,N2
MBPR033,32.3448,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR024,32.3477,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,70.99702941,Ru/C 5wt.%,281,127,N2
MBPR040_02,32.364,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR028,32.368,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR028,32.3743,"1,2,3-Triphenyl-3-methyl-cyclopropene",C22H18,51.70973677,Ru/C+BEA 5wt.%,272,130,N2
MBPR030,32.389,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR028,32.393,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,60.70566978,Ru/C+BEA 5wt.%,272,130,N2
MBPR028,32.4045,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,52.97868204,Ru/C+BEA 5wt.%,272,130,N2
MBPR023,32.4199,No Match,,,BEA,285,138,N2
MBPR022,32.4239,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,C17H14O4,73.96059053,Ru/C+BEA 5wt.%,281,138,N2
MBPR026,32.4348,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,52.14978765,BEA,282,130,N2
MBPR032,32.4348,No Match,,,BEA,287,150,N2
MBPR031,32.4402,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR027,32.4479,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR029,32.4484,No Match,,,BEA,275,115,N2
MBPR025,32.4486,"1-(3-Hydroxy-4-methylphenyl)-1,3,3,6-tetramethylindan-5-ol",C20H24O2,51.64992463,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,32.4573,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR031,32.4663,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR027,32.4693,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR026,32.4694,No Match,,,BEA,282,130,N2
MBPR023,32.4716,No Match,,,BEA,285,138,N2
MBPR022,32.4754,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,70.98555969,Ru/C+BEA 5wt.%,281,138,N2
MBPR029,32.4799,No Match,,,BEA,275,115,N2
MBPR032,32.481,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,62.09171535,BEA,287,150,N2
MBPR040_02,32.4838,"Undecanal, 2-methyl-",C12H24O,54.20177527,Ru/C 5wt.%,280,134,N2
MBPR040_02,32.4937,2-Pentadecanone,C15H30O,61.39383235,Ru/C 5wt.%,280,134,N2
MBPR029,32.512,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,66.15575529,BEA,275,115,N2
MBPR025,32.5125,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR033,32.5151,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,56.16761208,Ru/C 5wt.%,280,134,N2
MBPR030,32.5152,2-Undecanone,C11H22O,62.1032234,Ru/C 5wt.%,263,119,N2
MBPR027,32.5249,"meso-3,4-Hexanediol",C6H14O2,63.35177412,Ru/C 5wt.%,278,130,N2
MBPR033,32.5265,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,55.41024543,Ru/C 5wt.%,280,134,N2
MBPR024,32.5345,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR033,32.557,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,57.40322152,Ru/C 5wt.%,280,134,N2
MBPR024,32.5694,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR040_02,32.5732,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,50.15461351,Ru/C 5wt.%,280,134,N2
MBPR022,32.577,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR039_02,32.58577366,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR031,32.6032,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR022,32.60344915,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR033,32.6044,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR024,32.608,9-Acetoxy-3-isobutyl-5-methylbicyclo(4.3.0)non-2-ene,C16H26O2,56.03007081,Ru/C 5wt.%,281,127,N2
MBPR023,32.6122,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,68.20372968,BEA,285,138,N2
MBPR030,32.6145,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR027,32.6324,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR039_02,32.6515,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR022,32.6656,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR027,32.6678,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR038_02,32.66834829,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR023,32.6925,No Match,,,BEA,285,138,N2
MBPR029,32.6997,No Match,,,BEA,275,115,N2
MBPR032,32.7133,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,69.14113625,BEA,287,150,N2
MBPR025,32.7219,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR029,32.7367,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,55.05164501,BEA,275,115,N2
MBPR029,32.7457,No Match,,,BEA,275,115,N2
MBPR024,32.7532,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR040_02,32.7609,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR031,32.7741,"1,2-Benzenediol, O-(4-methylbenzoyl)-O'-propoxycarbonyl-",C18H18O5,72.10156563,Ru/C+BEA 5wt.%,280,157,N2
MBPR024,32.781,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,51.27465237,Ru/C 5wt.%,281,127,N2
MBPR024,32.7926,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,54.35396318,Ru/C 5wt.%,281,127,N2
MBPR033,32.8147,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,75.76576472,Ru/C 5wt.%,280,134,N2
MBPR030,32.8181,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR027,32.8544,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,61.6089695,Ru/C 5wt.%,278,130,N2
MBPR030,32.8621,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,60.31056077,Ru/C 5wt.%,263,119,N2
MBPR022,32.8657,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
